dish_id,ingredients,total_mass,total_calories
dish_1566333324,"cheese pizza, spinach (cooked), pepper, olive oil, onions, cauliflower, caesar salad, garlic, bok choy, chicken, beef, shallots, tomatoes, bell peppers, brussels sprouts, vinegar, spinach (raw), jalapenos, millet, fried rice, salt",476.0,608.104553
dish_1565378731,"wheat berry, carrot, salt, pepper, olive oil",207.0,154.358154
dish_1558628956,garden salad,14.0,9.044001
dish_1558116090,cantaloupe,91.0,30.940001
dish_1559841091,"blackberries, chicken apple sausage, sweet potato, yam",166.0,163.423492
dish_1568061145,"cheese pizza, olive oil, squash, salt",196.0,187.053268
dish_1560973936,"salt, pepper, orange, arugula, pecans, mustard, raisins, olive oil, lime",44.0,75.243256
dish_1567537422,"lettuce, bell peppers, broccoli, olive oil, cucumbers, onions, feta cheese, cantaloupe, vinaigrette, olives, cherry tomatoes",203.0,109.319298
dish_1561579576,"cauliflower, olive oil, salt, eggplant",267.0,78.00235
dish_1562007817,"garlic, shallots, quinoa, brussels sprouts, thyme, wheat berry, cabbage, lemon juice, caesar salad, carrot, pepper, mayonnaise, jalapenos, arugula, pork, olive oil, parsley, salt",391.0,444.121399
dish_1563827482,"caesar salad, garlic, broccoli, zucchini, lime, olive oil, steak, squash, wheat berry, salt, cauliflower",621.0,894.521667
dish_1562010315,"caesar salad, jalapenos, pork, pepper, wheat berry, mayonnaise, brussels sprouts, carrot, garlic, cabbage, salt, parsley, lemon juice, olive oil",477.0,671.106934
dish_1566402160,"egg whites, watermelon, yam, cantaloupe, sweet potato, olive oil",697.0,458.716125
dish_1562946106,"cantaloupe, watermelon, sausage, scrambled eggs",359.0,578.963989
dish_1562784266,"corn on the cob, pizza",76.0,131.804001
dish_1565798617,"lettuce, pepper, mixed greens, olive oil, egg whites, berries, onions, cucumbers, vinegar, broccoli, salt, cherry tomatoes, lime",311.0,197.705719
dish_1564169254,"sandwiches, watermelon",201.0,161.75
dish_1562874282,"corn, garlic, chive, caesar salad, nopales, olive oil, pepper, green beans, lime, sour cream, parsley, salt, jicama, arugula, fish, carrot",469.0,427.879974
dish_1560799407,"pork, spinach (raw), sunflower seeds, white rice, parsley, lemon juice, olive oil, cranberries, arugula, raisins, garlic, carrot, onions, salt, rosemary, zucchini",122.0,220.901733
dish_1558720289,cauliflower,80.0,20.0
dish_1558373492,"cantaloupe, almonds, sausage, grapes",325.0,888.22998
dish_1558630737,cauliflower,89.0,22.25
dish_1559581333,"olive oil, vinegar, bacon, eggs, cherry tomatoes, lettuce, lime, salt, mixed greens, pepper, onions, cucumbers",234.0,415.946747
dish_1563984771,"mixed greens, granola, raspberries, blackberries, chicken apple sausage, vinaigrette, scrambled eggs",388.0,582.809204
dish_1568405499,"radishes, pepper, vinegar, arugula, cabbage, brown rice, mustard greens, thyme, tomatoes, carrot, salt, salmon, pineapple, spinach (raw), cucumbers, mustard, olive oil, rice noodles, mixed greens, garlic, soy sauce, green onions",419.0,562.269348
dish_1563216659,"garlic, cherry tomatoes, chicken breast, spinach (raw), parmesan cheese, wheat berry, squash, olive oil, thyme, salt",173.0,190.057999
dish_1558723568,"cantaloupe, corn on the cob, carrot, cauliflower, apple",356.0,179.618988
dish_1561661500,"garlic, salt, soy sauce, sugar, cucumbers, pork, pepper, bok choy, white rice",268.0,374.775665
dish_1558026623,honeydew melons,83.0,29.880001
dish_1564170173,"bell peppers, onions, cherry tomatoes, olives",176.0,79.880005
dish_1560543557,"tomatoes, brown rice, olives, caesar salad",191.0,87.869995
dish_1558724992,almonds,79.0,456.699005
dish_1558373284,sausage,113.0,389.39801
dish_1568405273,"tomatoes, salmon, vinegar, cucumbers, kale, mustard, thyme, pepper, salt, brown rice, parmesan cheese, spinach (raw), arugula, mustard greens, caesar dressing, olive oil, garlic, croutons",288.0,386.199768
dish_1563391375,"cilantro, salt, onions, lemon juice, olive oil, jalapenos, squash, quinoa, fish, arugula, garlic, pepper, tomatillo",139.0,84.283714
dish_1562008429,"jalapenos, lemon juice, wheat berry, pork, carrot, pepper, salt, cabbage, cucumbers, garlic, olive oil, parsley, mayonnaise",69.0,94.465088
dish_1562702044,"olive oil, squash, salt, cherry tomatoes, cauliflower",177.0,44.034069
dish_1561060531,"bok choy, brussels sprouts, cheese pizza, pineapple",177.0,162.078995
dish_1560453132,"mustard, spinach (raw), olive oil, almonds, carrot, salt, parsley, blueberries, vinegar",108.0,142.09024
dish_1565637578,"pineapple, parmesan cheese, salt, thyme, olive oil, wheat berry, garlic, spinach (raw), cherry tomatoes, quinoa, chicken breast",168.0,197.301407
dish_1559149688,eggs,181.0,281.454987
dish_1558373639,mixed greens,20.0,5.6
dish_1562602832,"strawberries, greek yogurt, chia seeds, milk",188.0,144.182281
dish_1558026714,bacon,24.0,129.839996
dish_1561404956,"green onions, white rice, vinegar, ginger, parmesan cheese, soy sauce, croutons, chicken, spinach (raw), green beans, kale, caesar dressing, olive oil, salt, garlic, broccoli",82.0,97.600792
dish_1568315040,"avocado, jalapenos, spinach (raw), brown rice, ginger, chili, garlic, spinach (cooked), onions, salt, lime, lemon juice, quinoa, cilantro, vinegar, salmon, beef, millet, bok choy, mushroom, shallots, tomatoes, olive oil",400.0,555.92041
dish_1565379827,"vinegar, soy sauce, garlic, radishes, pepper, mixed greens, carrot, salt, cabbage, green onions, olive oil, rice noodles",235.0,150.530945
dish_1564691420,"mixed greens, lime, lettuce, salt, cucumbers, onions, olive oil, pepper, vinegar, corn on the cob, green beans, cherry tomatoes",226.0,212.347305
dish_1565725095,"cherry tomatoes, olives, carrot, bell peppers",257.0,121.720001
dish_1558638844,apple,154.0,80.079994
dish_1558379273,sausage,66.0,227.436005
dish_1564761426,"egg whites, fried rice",202.0,207.569
dish_1562876645,"pepper, chicken, squash, spinach (raw), lemon juice, basil, rosemary, garlic, olive oil, zucchini, salt, parsley, wheat berry, thyme, cheese pizza",112.0,220.774597
dish_1563900205,"sweet potato, broccoli, olive oil, scrambled eggs, cantaloupe",301.0,262.261963
dish_1561580278,caesar salad,53.0,23.32
dish_1563824065,"zucchini, broccoli, squash",66.0,15.51
dish_1566316612,"hash browns, bacon, vinegar, radishes, scrambled eggs, garlic, bell peppers, salt, eggplant, mustard, cucumbers, olive oil",367.0,665.237
dish_1558373687,sausage,89.0,306.694
dish_1562949494,"bok choy, olive oil, berries",149.0,68.545609
dish_1562945499,"berries, broccoli, greek yogurt, sweet potato, olive oil, grapes, chia seeds, milk, egg whites",625.0,454.508362
dish_1564429843,"pepper, garlic, lemon juice, parsley, cabbage, arugula, cauliflower, quinoa, shallots, carrot, olive oil, thyme, mayonnaise, jalapenos, wheat berry, pork, squash, salt",474.0,395.729828
dish_1565728634,"bok choy, millet, chicken, beef, vinegar, wheat berry, roasted potatoes, lemon juice, salt, cheese pizza, garlic, pineapple, spinach (raw), squash, olive oil, thyme, onions, parsley, broccoli, shallots, spinach (cooked)",418.0,436.406616
dish_1564685144,"green beans, olive oil",50.0,26.1625
dish_1565203094,"rosemary, parsley, garlic, chicken, pizza, salt, chive, lemon juice, chard, basil, olive oil, brown rice",485.0,898.019653
dish_1560368162,"olive oil, cherry tomatoes, mushroom, salt, eggplant",178.0,41.639214
dish_1559233055,garden salad,39.0,25.194
dish_1562704528,cheese pizza,56.0,148.903992
dish_1565884692,egg whites,408.0,212.159988
dish_1565031283,"kale, onions, olive oil, green onions, broccoli, garlic, chili, beef, white rice, soy sauce, salt, orange juice, vinegar",116.0,252.680466
dish_1558640593,apple,116.0,60.32
dish_1562687554,"berries, salt, mustard, cucumbers, olive oil, waffles, chicken apple sausage, vinegar, honeydew melons, radishes, garlic, bell peppers",281.0,409.334595
dish_1561145732,orange with peel,67.0,19.698
dish_1560539314,"fish, quinoa, tomatillo, jalapenos, arugula, lemon juice, onions, salt, cilantro, olive oil, garlic, pepper",158.0,165.738342
dish_1558639221,cauliflower,98.0,24.5
dish_1559172356,"salt, brown rice, arugula, pepper, salmon, thyme, olive oil",176.0,313.103912
dish_1562959344,"radishes, cucumbers",44.0,5.54
dish_1563811639,"strawberries, scrambled eggs",198.0,217.139999
dish_1562860723,"berries, pineapple",160.0,87.909996
dish_1559232986,bacon,35.0,189.349991
dish_1561737176,sausage,117.0,403.182007
dish_1567537280,"chili, onions, kale, orange juice, soy sauce, green onions, carrot, pepper, white rice, vinegar, olive oil, cheese pizza, salt, garlic, broccoli, beef",404.0,733.018555
dish_1561578188,"cauliflower, eggplant, salt, olive oil",201.0,57.990978
dish_1562180089,"vegetable oil, olive oil, buttermilk, flour, chicken, bacon, garlic, squash, salt, lemon juice, thyme, parsley",437.0,851.298767
dish_1567022251,"onions, cherry tomatoes, olives, carrot, bell peppers",254.0,111.910004
dish_1566933401,"bok choy, olive oil",79.0,27.052683
dish_1560357832,"mustard, waffles, vinegar, cucumbers, spinach (raw), mustard greens, olive oil, salt, garlic, tomatoes",82.0,181.351425
dish_1562875870,"fish, arugula, jicama, nopales, salt, lime, carrot, couscous, corn, pepper, olive oil, sour cream, chive, parsley, garlic",233.0,256.946411
dish_1563302345,"wheat berry, parsley, spinach (raw), mushroom, chicken, shallots, garlic, salt, olive oil, thyme, lemon juice",215.0,265.855438
dish_1566923060,"bacon, scrambled eggs, pineapple, hash browns",248.0,515.820007
dish_1558462036,spinach (raw),13.0,2.99
dish_1558637247,corn on the cob,111.0,117.770996
dish_1558028142,deprecated,73.0,21.900002
dish_1560543625,"chicken, ginger, tomatillo, brown rice, spinach (raw), roasted potatoes, olive oil, onions, vinegar, broccoli, green onions, green beans, olives, caesar salad, arugula, pepper, quinoa, fish, garlic, jalapenos, soy sauce, tomatoes, lemon juice, white rice, salt, cilantro",554.0,560.300903
dish_1558379639,sausage,112.0,385.952026
dish_1559932674,orange,124.0,58.279999
dish_1559245801,berries,107.0,60.989998
dish_1562873814,"cherry tomatoes, salt, pepper, green beans, vinegar, cucumbers, onions, olive oil, mixed greens, lime, lettuce",134.0,106.580215
dish_1566931620,"avocado, olives, mixed greens, chicken, broccoli",461.0,494.579987
dish_1567785223,"vinaigrette, raspberries, sausage, mixed greens, scrambled eggs, granola, blackberries",261.0,487.712494
dish_1562873187,"green beans, olive oil, bok choy",255.0,64.216751
dish_1561491180,"shallots, fish, spinach (raw), blueberries, wheat berry, olive oil, lemon juice, mustard, salt, parsley, cherry tomatoes, chard, vinegar, radishes, wild rice, chive, garlic",217.0,236.347488
dish_1558725702,brussels sprouts,117.0,50.310001
dish_1562789240,"cherry tomatoes, parsley, basil, lemon juice, onions, salt, cheese pizza, broccoli, garlic, pork, vinegar, brown rice, olive oil, shallots, pepper",154.0,361.555603
dish_1559590031,"asparagus, quinoa, pepper, spinach (raw), olive oil, onions, mustard, pumpkin seeds, vinegar, mushroom, blueberries, kale, pizza, cranberries, salt, apple",269.0,402.746216
dish_1563389693,"carrot, grilled chicken, cherry tomatoes",383.0,500.218018
dish_1566416388,"salt, roasted potatoes, olive oil, eggplant, green beans",315.0,259.869873
dish_1565728388,cheese pizza,47.0,124.973
dish_1562963059,"garlic, tomatillo, pepper, fish, arugula, quinoa, salt, cherry tomatoes, onions, olive oil, lemon juice, roasted potatoes, cilantro, jalapenos",389.0,369.527283
dish_1560543729,"broccoli, cauliflower, garlic, olive oil, vinegar, green beans, spinach (raw), ginger, salt, soy sauce, green onions, roasted potatoes, white rice, chicken",213.0,219.529907
dish_1564588567,"sausage, scrambled eggs, egg whites",312.0,450.666016
dish_1558381665,broccoli,51.0,17.85
dish_1560455343,"carrot, salt, parsley, mustard, olive oil, almonds, vinegar, blueberries, spinach (raw)",41.0,53.941677
dish_1565203015,"parsley, chard, lemon juice, garlic, chicken, chive, salt, brown rice, olive oil, basil, rosemary",397.0,663.939575
dish_1560455380,"vinegar, almonds, olive oil, carrot, salt, chard, blueberries, parsley, mustard, spinach (raw)",78.0,60.97168
dish_1565721855,"zucchini, chayote squash, spinach (raw), chicken, wheat berry, salt, parsley, roasted potatoes, shallots, garlic, thyme, olive oil, lemon juice",450.0,479.034454
dish_1567020394,"fish, pepper, kale, parsley, olive oil, chive, broccoli, cherry tomatoes, wheat berry, chard, lemon juice, salt, shallots, garlic, brussels sprouts",265.0,176.15863
dish_1558723671,carrot,93.0,38.130001
dish_1563897395,"cantaloupe, sweet potato, olive oil, broccoli",233.0,135.913651
dish_1561664061,"bok choy, chicken, pepper, green beans, pork, olive oil, cucumbers, parsley, salt, carrot, garlic, soy sauce, chive, white rice, chard, brown rice, sugar, lemon juice, basil, rosemary",269.0,303.643036
dish_1558379324,cantaloupe,48.0,16.32
dish_1558458584,"spinach (raw), grapes, almonds",142.0,351.181
dish_1567024187,"quinoa, wine, lemon juice, olive oil, spinach (cooked), salt, cheese pizza, chayote squash, squash, chicken thighs, eggplant, zucchini, mushroom, roasted potatoes, garlic, shallots",235.0,334.945831
dish_1558639012,"cherry tomatoes, corn on the cob, cauliflower, apple, grapes",490.0,257.436005
dish_1565382733,pepperoni pizza,102.0,287.639984
dish_1561575347,"olive oil, roasted potatoes, bell peppers, onions, shallots, spinach (cooked), salt, millet, bok choy, pizza, beef, vinegar",327.0,554.760071
dish_1563564707,"caesar dressing, croutons, kale, corn on the cob, parmesan cheese",150.0,143.991699
dish_1561575033,"oregano, pepper, chicken, basil, lemon juice, garlic, salt, shallots, thyme, butter, olive oil, eggplant, mushroom, arugula, cream, white wine, rosemary, wheat berry",339.0,354.445312
dish_1567023375,"tofu, almonds, chard, blueberries, vinegar, pecans, arugula, carrot, mustard, olive oil, garlic, greek salad, raspberries, salt",268.0,248.566406
dish_1558721533,cantaloupe,55.0,18.700001
dish_1562874049,cheese pizza,155.0,412.144989
dish_1562872746,"pepper, fish, corn, garlic, vinegar, sour cream, nopales, mustard, olive oil, strawberries, jicama, arugula, parsley, figs, carrot, lime, salt, chive",203.0,242.363983
dish_1558638954,grapes,129.0,89.010002
dish_1562611824,"salt, chickpeas, olive oil, mustard greens, parsley, vinegar, arugula, pepper",109.0,192.566193
dish_1560366389,"mustard, olive oil, walnuts, salt, pepper, chard, vinegar, blueberries, arugula",38.0,46.909065
dish_1561392632,"olive oil, cucumbers, mustard, bacon, berries, salt, bell peppers, garlic, broccoli, scrambled eggs, radishes, vinegar",352.0,500.114899
dish_1566499686,"pepper, spinach (raw), vinegar, white rice, olives, bok choy, garlic, soy sauce, mustard, onions, olive oil, pork, sun dried tomatoes, sugar, salt, cucumbers",388.0,674.706787
dish_1563395510,"broccoli, carrot, salt, lime, olive oil, parsley, zucchini, corn, pepper, quinoa, cilantro, hominy, garlic, sour cream, jalapenos, spinach (raw), black beans, arugula, cheese, tortilla chips, chicken thighs, squash, tomatillo, cheese pizza, fish, cherry tomatoes, chili, bell peppers, lemon juice, cabbage, onions, tomatoes",372.0,415.627411
dish_1563563348,"cherry tomatoes, olives, grilled chicken, carrot, bell peppers",294.0,362.641998
dish_1558629818,almonds,27.0,156.087006
dish_1568320296,cheese pizza,85.0,226.014999
dish_1558116399,mixed greens,25.0,7.0
dish_1562875211,"pizza, caesar salad",147.0,282.240021
dish_1561492519,"banana with peel, wheat bread",206.0,271.320007
dish_1563304333,"croutons, salt, chicken, spinach (raw), parsley, lemon juice, caesar dressing, olive oil, garlic, wheat berry, parmesan cheese, kale, thyme, shallots, roasted potatoes",308.0,451.235687
dish_1558723719,almonds,40.0,231.240005
dish_1560798744,"broccoli, cheese pizza, tofu",220.0,357.152008
dish_1558113304,"grapes, cantaloupe, almonds",175.0,247.070999
dish_1563308428,"orange juice, soy sauce, vinegar, onions, kale, olive oil, garlic, chili, carrot, beef, white rice, eggplant, salt, roasted potatoes, broccoli, green onions",329.0,406.307678
dish_1558630932,"apple, cauliflower, almonds",265.0,292.643982
dish_1563911255,"fried rice, salt, rosemary, lemon juice, olive oil, onions, spinach (raw), green beans, quinoa, garlic, bell peppers, tomatoes, jalapenos, millet, pepper, chicken",235.0,293.192169
dish_1563813833,"sausage, egg whites",207.0,256.865997
dish_1562775373,"bacon, scrambled eggs",148.0,329.080017
dish_1559242221,almonds,114.0,659.033997
dish_1566332193,"spinach (raw), avocado, olives, chicken, cucumbers",504.0,527.450012
dish_1563295292,bacon,22.0,119.019997
dish_1567106794,"mustard, olive oil, mixed greens, walnuts, lettuce, salt, garlic, blue cheese, vinegar",48.0,102.338257
dish_1562691566,"broccoli, olive oil, egg whites",187.0,100.613655
dish_1566414723,"green onions, salt, white wine, olive oil, rosemary, lemon juice, cream, chicken, fish, country rice, roasted potatoes, thyme, shallots, garlic, basil, onions, butter, mushroom, arugula, wheat berry, oregano, pepper",482.0,728.810608
dish_1564589025,"sweet potato, olive oil",51.0,48.810734
dish_1558458847,apple,143.0,74.360001
dish_1558632130,cantaloupe,99.0,33.66
dish_1562787783,"shallots, olive oil, mustard greens, lemon juice, cranberries, parsley, garlic, arugula, pilaf, apple, salt, bulgur",76.0,114.013741
dish_1567022383,"onions, caesar dressing, bell peppers, carrot, cherry tomatoes, olives, chicken, parmesan cheese",508.0,527.088013
dish_1563567663,"fish, vinegar, chard, cherry tomatoes, wheat berry, pecans, lemon juice, parsley, shallots, arugula, olive oil, blueberries, corn on the cob, kale, mustard, salt, chive, garlic",461.0,514.112061
dish_1563822636,"cauliflower, lime, steak, wheat berry, squash, olive oil, zucchini, salt, broccoli, garlic, caesar salad",258.0,237.019379
dish_1560442450,yogurt,149.0,87.761002
dish_1566923004,"scrambled eggs, pineapple",153.0,158.820007
dish_1558115512,sausage,126.0,434.196014
dish_1564588533,"sausage, egg whites",167.0,236.06601
dish_1558544427,eggs,103.0,160.164993
dish_1561749664,"thyme, olive oil, salt, brown rice, arugula, pepper, salmon",162.0,288.197937
dish_1561578441,"caesar salad, bell peppers, spinach (cooked), roasted potatoes, lettuce, beef, cherry tomatoes, salt, feta cheese, vinegar, cucumbers, onions, olive oil, cheese pizza, shallots, vinaigrette, cauliflower, millet, bok choy, olives",309.0,387.084412
dish_1565897617,"salt, lime, olive oil, wheat berry, steak, green beans, garlic, cauliflower",211.0,356.831787
dish_1561665671,"corn on the cob, pizza",89.0,158.389008
dish_1558113204,almonds,31.0,179.210999
dish_1560356523,bacon,92.0,497.719971
dish_1559332487,"zucchini, chayote squash",98.0,19.110001
dish_1558628888,eggs,72.0,111.959999
dish_1561749016,"salmon, celery root, salt, mustard, cherry tomatoes, thyme, olive oil, vinegar, brown rice, arugula, pepper, mixed greens, honeydew melons",272.0,280.118103
dish_1564601569,"turnips, roasted potatoes, brussels sprouts, salt, pepper, olive oil",291.0,208.098145
dish_1568044581,"sweet potato, egg whites, watermelon, olive oil",696.0,386.223419
dish_1560787781,"bacon, berries, yam",97.0,108.628998
dish_1563205982,"egg whites, yam, berries, chicken apple sausage, sweet potato, pineapple",469.0,316.239502
dish_1558723818,corn on the cob,107.0,113.527
dish_1561480414,"turkey bacon, berries",129.0,125.161995
dish_1565032714,"vinegar, olive oil, strawberries, figs, salt, squash, mustard, arugula",330.0,315.591034
dish_1561049435,"raspberries, cantaloupe, scrambled eggs, bacon",257.0,338.179993
dish_1561407208,"broccoli, white rice, chicken, salt, vinegar, ginger, spinach (raw), green beans, olive oil, soy sauce, garlic, green onions",29.0,44.347641
dish_1559062051,sweet potato,74.0,56.239998
dish_1562169762,"scrambled eggs, salt, brussels sprouts, olive oil, pepper",210.0,262.330139
dish_1563826223,"salt, steak, lime, wheat berry, cauliflower, garlic, olive oil",139.0,301.086548
dish_1558031019,"yam, bacon, deprecated, honeydew melons",197.0,206.442001
dish_1564589308,roasted potatoes,161.0,227.009995
dish_1558379391,"cantaloupe, sausage, almonds, grapes",223.0,604.062073
dish_1564086748,"chicken, salt, cherry tomatoes, pasta, chard, corn on the cob, basil, olive oil, rosemary, onions, cheese pizza, carrot, cheese, brown rice, spinach (raw), garlic, parsley, chive, lemon juice, pesto, caesar salad",339.0,443.77182
dish_1561752035,"brown rice, arugula, wheat berry, pepper, salmon, salt, thyme, olive oil, squash",374.0,454.936401
dish_1560444592,"scrambled eggs, yam",175.0,244.421005
dish_1562958775,"salt, mustard, chard, cucumbers, rice noodles, olive oil, figs, garlic, radishes, green onions, vinegar, spinach (raw), cabbage, soy sauce, carrot, mixed greens, cherry tomatoes",251.0,227.182785
dish_1565813446,"walnuts, garlic, salt, pepper, mustard, olive oil, blueberries, arugula, tofu, spinach (raw), radishes, vinegar, chard",230.0,202.676971
dish_1558468494,squash,77.0,15.785
dish_1561567053,watermelon,87.0,26.1
dish_1567525712,"salt, garlic, cucumbers, bell peppers, olive oil, mustard, bacon, vinegar, hash browns, radishes",184.0,510.544769
dish_1561576483,"vinegar, bok choy, millet, cauliflower, beef, salt, shallots, spinach (cooked), olive oil, onions",371.0,209.595428
dish_1561060503,"pineapple, bok choy, cheese pizza",138.0,145.30899
dish_1558721980,cantaloupe,79.0,26.860001
dish_1563897369,"cantaloupe, olive oil, sweet potato",179.0,117.013657
dish_1561049409,"bacon, scrambled eggs, raspberries",197.0,317.779999
dish_1558460908,"apple, grapes, cherry tomatoes, spinach (raw)",302.0,151.999985
dish_1559593646,"vinegar, mustard, blueberries, pepper, quinoa, salt, pumpkin seeds, olive oil, kale",37.0,55.385956
dish_1560798928,"raisins, vinegar, spinach (raw), cranberries, caesar dressing, lemon juice, cherry tomatoes, salt, broccoli, sunflower seeds, carrot, cauliflower, mixed greens, parmesan cheese, tofu, croutons, pears, olive oil, kale, mustard, onions, cheese pizza, garlic",399.0,485.038239
dish_1558640267,grapes,92.0,63.48
dish_1562688382,chicken apple sausage,71.0,113.599998
dish_1562774475,"sausage, roasted potatoes",128.0,320.963989
dish_1561739576,sweet potato,84.0,63.84
dish_1562603842,"mixed greens, hash browns, raspberries, blackberries, vinaigrette, granola",237.0,594.2453
dish_1563908996,"onions, olive oil, pepper, tomatoes, caesar salad, bell peppers, chicken, millet, salt, garlic, green beans, jalapenos, spinach (raw)",293.0,269.916046
dish_1563305722,"garlic, shallots, mushroom, spinach (raw), wheat berry, thyme, lemon juice, cucumbers, olive oil, parsley, salt, chicken",405.0,434.658997
dish_1558642490,"carrot, cauliflower",187.0,61.950001
dish_1558724689,cauliflower,79.0,19.75
dish_1560369313,"olive oil, fish, pepper, vinegar, white rice, garlic, shallots, country rice, lemon juice, onions, green onions, pork, brown rice, cherry tomatoes, asparagus, salt, broccoli, parsley, basil",387.0,392.135712
dish_1560441288,"bok choy, potatoes, bacon",72.0,165.200012
dish_1559243974,"almonds, olive oil, pepper, pears, salt, carrot",306.0,431.21994
dish_1567789154,sausage,111.0,382.506012
dish_1565898590,"garlic, salmon, cherry tomatoes, jalapenos, spinach (raw), onions, olive oil, lemon juice, shallots, carrot, ginger, brown rice, salt, lime, cilantro, chili, olives",257.0,212.704514
dish_1558718974,almonds,73.0,422.013
dish_1566590566,"olive oil, thyme, salt, carrot, pepper, salmon, arugula, brown rice",142.0,186.959702
dish_1565207662,"onions, chicken thighs, kale, green onions, pineapple, white rice, fish, salt, garlic, country rice, cilantro, olive oil, lemon juice, vinegar",128.0,145.937561
dish_1568315132,"salt, quinoa, ginger, mushroom, green beans, olive oil, olives, shallots, lime, tomatoes, beef, millet, bok choy, salmon, avocado, vinegar, onions, spinach (raw), brown rice, jalapenos, lemon juice, chili, garlic, spinach (cooked), cilantro",440.0,591.265503
dish_1563897794,berries,101.0,57.57
dish_1558030724,deprecated,61.0,18.300001
dish_1561579706,"olive oil, eggplant, arugula, mushroom, vinegar, beef, spinach (cooked), roasted potatoes, white wine, garlic, salt, basil, lemon juice, thyme, bok choy, oregano, cream, wheat berry, onions, millet, pepper, chicken, cauliflower, shallots, butter, rosemary",390.0,284.444855
dish_1563294575,"strawberries, watermelon, hash browns, olive oil, grapes, sweet potato, egg whites, yam, pineapple",562.0,485.90564
dish_1565207631,"vinegar, chicken thighs, white rice, pineapple, salt, cilantro, garlic, kale, olive oil, onions, lemon juice",54.0,64.405495
dish_1562688552,"grapes, roasted potatoes, watermelon, strawberries, chicken apple sausage",304.0,235.820007
dish_1559675146,"brussels sprouts, carrot",45.0,19.07
dish_1564690085,"garlic, pepper, arugula, lentils, olive oil, salt, parsley, lemon juice, pears, chickpeas",143.0,170.615997
dish_1559668016,"scrambled eggs, hash browns, bagels, cream cheese, honeydew melons",279.0,469.059998
dish_1558640190,cantaloupe,58.0,19.719999
dish_1565640195,bell peppers,54.0,21.6
dish_1561663891,"millet, soy sauce, white rice, vinegar, chard, brown rice, pork, pepper, sugar, chive, onions, basil, salt, garlic, mixed greens, apple, chicken, corn on the cob, olive oil, rosemary, lemon juice, parsley, bok choy, carrot",172.0,247.168854
dish_1566590987,"chicken, salmon, brown rice, arugula, olive oil, thyme, pepper, salt",370.0,639.911865
dish_1560356355,"bacon, spinach (raw), vinegar, olive oil, mustard greens, mustard, cucumbers, yam, tomatoes, garlic, salt",148.0,301.606934
dish_1568665052,"jalapenos, spinach (raw), squash, brussels sprouts, onions, cucumbers, mustard, garlic, salt, bell peppers, millet, pepper, vinegar, mustard greens, olive oil, tomatoes, chicken",331.0,345.654053
dish_1566936297,"fish, chicken thighs, mushroom, pepper, onions, snow peas, bell peppers, shallots, chive, artichokes, salt, quinoa, parsley, wine, squash, white beans, eggplant, lemon juice, arugula, olive oil, spinach (cooked), garlic, lime",266.0,355.292206
dish_1567110665,"fish, cherry tomatoes, vinegar, white rice, wheat berry, green beans, pepper, jalapenos, onions, kale, olive oil, lettuce, lime, salt, cucumbers, cilantro, mixed greens, bell peppers, shallots, ketchup",532.0,556.494568
dish_1562959295,radishes,19.0,3.04
dish_1561406789,"white rice, carrot, salt, pepper, olive oil",164.0,184.905411
dish_1562960472,"roasted potatoes, caesar salad",166.0,139.970001
dish_1563308386,"carrot, eggplant, salt, roasted potatoes, olive oil",214.0,155.805481
dish_1562788794,"salt, broccoli, basil, lemon juice, parsley, onions, white rice, vinegar, pork, brown rice, pepper, country rice, shallots, cherry tomatoes, olive oil, garlic, fish, green onions",281.0,465.224457
dish_1562687274,"garlic, bell peppers, salt, cucumbers, mustard, olive oil, vinegar, radishes, berries",141.0,161.021606
dish_1561665378,corn on the cob,70.0,74.269997
dish_1559925174,berries,155.0,88.349998
dish_1568664972,"vinegar, garlic, jalapenos, bell peppers, mustard, mustard greens, olive oil, tomatoes, pepper, chicken, millet, spinach (raw), cucumbers, onions, salt",221.0,303.422241
dish_1567019993,"salt, pepper, brussels sprouts, olive oil",55.0,28.083149
dish_1565811335,"bok choy, olive oil, wheat berry",219.0,121.479324
dish_1563476267,brownies,51.0,237.710983
dish_1563824377,"cherry tomatoes, onions, olives, bell peppers, grilled chicken",338.0,454.046021
dish_1558115764,bacon,28.0,151.479996
dish_1567110631,"mixed greens, salt, olive oil, lettuce, cucumbers, onions, lime, wheat berry, green beans, vinegar, cherry tomatoes, pepper",260.0,252.613922
dish_1564685360,"vinegar, onions, olive oil, salt, bell peppers, millet, spinach (raw), steak, ketchup",129.0,304.052368
dish_1568666000,"cucumbers, lemon juice, parsley, pepper, salt, cheese pizza, caesar salad, garlic, tatsoi, kale",197.0,209.934982
dish_1562687299,"berries, bell peppers, salt, mustard, cucumbers, garlic, olive oil, vinegar, radishes, honeydew melons",196.0,180.821609
dish_1561665422,"carrot, lemon juice, parsley, brown rice, olive oil, rosemary, corn on the cob, chard, basil, garlic, chicken, salt, chive",385.0,571.39386
dish_1565798591,"lettuce, cherry tomatoes, lime, mixed greens, salt, cucumbers, onions, olive oil, vinegar, egg whites, pepper, broccoli",224.0,148.115723
dish_1565036922,"broccoli, chili, lemon juice, garlic, olive oil, orange juice, onions, brown rice, arugula, vinegar, cauliflower, white rice, green onions, salt, soy sauce, thyme, basil, kale, parsley, chicken thighs, roasted potatoes, radishes, cheese pizza, beef",336.0,539.864685
dish_1563302315,mushroom,63.0,13.86
